index,followers,connections,time_spent,content,content_links,media_type,num_hashtags,hashtag_followers,hashtags,reactions,comments,views,label
30844,38703.0,500+,2 years ago,"Some fun photos from the Thrival Festival a few weeks back with John Battelle of NewCo and Co-founder of Wired. Had a great time - be back in Pittsburgh on November 14th! 
 
 
 …see more",[],image,0,0,[],13,1,,2
12767,828362.0,500+,4 months ago,"You can use your strengths in a way that matters, has purpose and truly changes people’s lives for the better. It’s time to get specific about your strengths so you can use them to achieve your company’s goals and structure your work in a way that aligns with the life you want to live. Align your strengths to your organization’s goals so you can have more choice and control over what you work on and how you work. Don’t settle for less than you deserve. You are a rockstar! Tell me your greatest strengths in the comments! 
 
 
 …see more",[],image,0,0,[],32,11,,3
23225,178356.0,500+,4 years ago,"Join me in conversation with Levi King, CEO of  Nav.com , about the data he compiled from each state to find the best credit scores.","[['http://Nav.com', 'Nav.com']]",article,0,0,[],4,0,,2
17601,619712.0,500+,3 years ago,A rising tide raises all boats...⛵️,[],video,0,0,[],3276,210,,6
26020,300691.0,500+,2 years ago,Should you delete your social media?,[],article,0,0,[],15,1,,6
13028,828362.0,500+,2 years ago,"Manage your attention by identifying your top four distractions. Awareness always proceeds action. Are you a Prioritizer, Planner, Arranger, or Visualizer? Take my free assessment to identify your Personal Productivity Style. CLICK HERE NOW:  https://lnkd.in/erhjH99 
 
 
 …see more","[['https://lnkd.in/erhjH99', 'https://lnkd.in/erhjH99']]",image,0,0,[],105,1,,
14612,134304.0,500+,3 years ago,"This excellent article by  Chip Cutter  from his interview with New York architect  Vishaan  Chakrabarti casts light on the drab uniformity of today’s modern urban landscapes.  This is of particular relevance to Asia, where I live. So much of the beauty and distinctiveness of local architectural traditions, many dating back hundreds or thousands of years, have been literally bulldozed into oblivion, replaced by Western temples of consumerism.  Like the hutongs and courtyard homes of Beijing, or the grey brick shikumen style archways and homes of Shanghai, or the red brick structures of old Taipei. These are all almost entirely gone, replaced by the dull, utilitarian and frankly downright depressing structures we find ourselves in today. 
 
 
 …see more","[['https://www.linkedin.com/in/ACoAAADSRQ4B9dWPreHaQqR88eAlo0klaggZWl8', 'Chip Cutter'], ['https://www.linkedin.com/in/ACoAABxfXWABT4fTvJD0z1GKOqWF5QWLczbgqIU', 'Vishaan']]",article,0,0,[],129,9,,5
9107,3733192.0,,2 months ago,Pictured: people who’ve volunteered to get covid vaccine on camera to show the vaccine is safe after FDA authorizes its use.,[],image,0,0,[],8028,490,,6
22499,447296.0,,5 years ago,"Bracing for snow? Be safe, and be productive! Thanks for these insights,  Brad Staats ,  Julia J. Lee , and  Francesca Gino .","[['https://www.linkedin.com/in/ACoAAAFLqFYB2krII-jVfXjNwy5i0IzbNybkviM', 'Brad Staats'], ['https://www.linkedin.com/in/ACoAAAGnyiABd3GaoK9zc5FiNVGFNsSFrXDCAls', 'Julia J. Lee'], ['https://www.linkedin.com/in/ACoAAAeH_oUB0mzI8pqVjgURm_9dFO-I8x-J4_g', 'Francesca Gino']]",article,0,0,[],25,0,,6
6755,2417012.0,,8 months ago,"This morning's global market reaction to possible US tariffs on Europe is a reminder of America's systemic influence It's part of 3 major US channels that warrant monitoring in assessing prospects for the global economy and markets. For details: https://lnkd.in/g3zEfQY #ProSyn   #economy   #markets   #europe   #china   #us   #tariffs   Project Syndicate   #growth 
 
 
 …see more","[['https://lnkd.in/g3zEfQY', 'https://lnkd.in/g3zEfQY'], ['https://www.linkedin.com/feed/hashtag/?keywords=prosyn&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712', '#ProSyn'], ['https://www.linkedin.com/feed/hashtag/?keywords=economy&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712', '#economy'], ['https://www.linkedin.com/feed/hashtag/?keywords=markets&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712', '#markets'], ['https://www.linkedin.com/feed/hashtag/?keywords=europe&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712', '#europe'], ['https://www.linkedin.com/feed/hashtag/?keywords=china&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712', '#china'], ['https://www.linkedin.com/feed/hashtag/?keywords=us&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712', '#us'], ['https://www.linkedin.com/feed/hashtag/?keywords=tariffs&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712', '#tariffs'], ['https://www.linkedin.com/company/project-syndicate/', 'Project Syndicate'], ['https://www.linkedin.com/feed/hashtag/?keywords=growth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712', '#growth']]",article,8,0,"[['#ProSyn', 'https://www.linkedin.com/feed/hashtag/?keywords=prosyn&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712'], ['#economy', 'https://www.linkedin.com/feed/hashtag/?keywords=economy&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712'], ['#markets', 'https://www.linkedin.com/feed/hashtag/?keywords=markets&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712'], ['#europe', 'https://www.linkedin.com/feed/hashtag/?keywords=europe&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712'], ['#china', 'https://www.linkedin.com/feed/hashtag/?keywords=china&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712'], ['#us', 'https://www.linkedin.com/feed/hashtag/?keywords=us&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712'], ['#tariffs', 'https://www.linkedin.com/feed/hashtag/?keywords=tariffs&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712'], ['#growth', 'https://www.linkedin.com/feed/hashtag/?keywords=growth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681536652151795712']]",92,9,,5
2283,263346.0,500+,3 weeks ago,"Measuring heart rate by smartwatches and fitness trackers seem to not always work on darker skin or tattoos.  I knew of this issue and similar biases in A.I., also highlighted in The Medical Futurist e-book ‘A Guide to Artificial Intelligence in Healthcare’. I’m really glad Nicole Mpofu reached out to me and raised my attention to how they’re trying to tackle this issue  Codethink . Their team is working on designing a fully open-source research device for experimenting with shining light into skin and detecting the light that reflects, gets absorbed and passes through. The kind of technology that is widely deployed for measuring heart rates. Have you heard of any similar issues and solutions? #themedicalfuturist   #digitalhealth   #future   #healthcare   #medicine   #technology   #wearable   #health   #healthy 
 
 
 …see more","[['https://www.linkedin.com/company/codethink-limited/', 'Codethink'], ['https://www.linkedin.com/feed/hashtag/?keywords=themedicalfuturist&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792', '#themedicalfuturist'], ['https://www.linkedin.com/feed/hashtag/?keywords=digitalhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792', '#digitalhealth'], ['https://www.linkedin.com/feed/hashtag/?keywords=future&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792', '#future'], ['https://www.linkedin.com/feed/hashtag/?keywords=healthcare&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792', '#healthcare'], ['https://www.linkedin.com/feed/hashtag/?keywords=medicine&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792', '#medicine'], ['https://www.linkedin.com/feed/hashtag/?keywords=technology&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792', '#technology'], ['https://www.linkedin.com/feed/hashtag/?keywords=wearable&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792', '#wearable'], ['https://www.linkedin.com/feed/hashtag/?keywords=health&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792', '#health'], ['https://www.linkedin.com/feed/hashtag/?keywords=healthy&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792', '#healthy']]",article,9,0,"[['#themedicalfuturist', 'https://www.linkedin.com/feed/hashtag/?keywords=themedicalfuturist&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792'], ['#digitalhealth', 'https://www.linkedin.com/feed/hashtag/?keywords=digitalhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792'], ['#future', 'https://www.linkedin.com/feed/hashtag/?keywords=future&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792'], ['#healthcare', 'https://www.linkedin.com/feed/hashtag/?keywords=healthcare&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792'], ['#medicine', 'https://www.linkedin.com/feed/hashtag/?keywords=medicine&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792'], ['#technology', 'https://www.linkedin.com/feed/hashtag/?keywords=technology&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792'], ['#wearable', 'https://www.linkedin.com/feed/hashtag/?keywords=wearable&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792'], ['#health', 'https://www.linkedin.com/feed/hashtag/?keywords=health&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792'], ['#healthy', 'https://www.linkedin.com/feed/hashtag/?keywords=healthy&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6757597193428897792']]",40,7,,5
26979,408254.0,500+,3 months ago,Want to help improve the quality of your decision-making? Hire the best and let them work. Here's why.,[],article,0,0,[],0,1,,4
3010,263346.0,500+,1 year ago,"Digital health and technology brings up several ethical, legal and safety concerns - all of them justified. However, they shouldn't stand as obstacles to development - with proper health policies, digital health can bring a really bright future for healthcare.  These are not utopistic ideas, all of them have been tested and adopted successfully by pioneering policy makers - learn from their tried and true methods: #themedicalfuturist   #digitalhealth   #future   #healthcare   #medicine   #technology   #fromchancetochoice 
 
 
 …see more","[['https://www.linkedin.com/feed/hashtag/?keywords=themedicalfuturist&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344', '#themedicalfuturist'], ['https://www.linkedin.com/feed/hashtag/?keywords=digitalhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344', '#digitalhealth'], ['https://www.linkedin.com/feed/hashtag/?keywords=future&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344', '#future'], ['https://www.linkedin.com/feed/hashtag/?keywords=healthcare&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344', '#healthcare'], ['https://www.linkedin.com/feed/hashtag/?keywords=medicine&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344', '#medicine'], ['https://www.linkedin.com/feed/hashtag/?keywords=technology&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344', '#technology'], ['https://www.linkedin.com/feed/hashtag/?keywords=fromchancetochoice&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344', '#fromchancetochoice']]",article,7,0,"[['#themedicalfuturist', 'https://www.linkedin.com/feed/hashtag/?keywords=themedicalfuturist&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344'], ['#digitalhealth', 'https://www.linkedin.com/feed/hashtag/?keywords=digitalhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344'], ['#future', 'https://www.linkedin.com/feed/hashtag/?keywords=future&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344'], ['#healthcare', 'https://www.linkedin.com/feed/hashtag/?keywords=healthcare&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344'], ['#medicine', 'https://www.linkedin.com/feed/hashtag/?keywords=medicine&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344'], ['#technology', 'https://www.linkedin.com/feed/hashtag/?keywords=technology&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344'], ['#fromchancetochoice', 'https://www.linkedin.com/feed/hashtag/?keywords=fromchancetochoice&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582489599766073344']]",81,3,,5
18047,5458.0,500+,1 year ago,"In the ongoing war between  KIND  and  Clif Bar & Company , it may be fun to watch from a consumer standpoint, but it's not really a great idea from a brand standpoint. Here's why. #brand   #brandwar   #brandpositioning   #marketing   #competition 
 
 
 …see more","[['https://www.linkedin.com/company/kind/', 'KIND'], ['https://www.linkedin.com/company/clif-bar-&-company/', 'Clif Bar & Company'], ['https://www.linkedin.com/feed/hashtag/?keywords=brand&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549317303929049088', '#brand'], ['https://www.linkedin.com/feed/hashtag/?keywords=brandwar&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549317303929049088', '#brandwar'], ['https://www.linkedin.com/feed/hashtag/?keywords=brandpositioning&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549317303929049088', '#brandpositioning'], ['https://www.linkedin.com/feed/hashtag/?keywords=marketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549317303929049088', '#marketing'], ['https://www.linkedin.com/feed/hashtag/?keywords=competition&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549317303929049088', '#competition']]",article,5,0,"[['#brand', 'https://www.linkedin.com/feed/hashtag/?keywords=brand&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549317303929049088'], ['#brandwar', 'https://www.linkedin.com/feed/hashtag/?keywords=brandwar&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549317303929049088'], ['#brandpositioning', 'https://www.linkedin.com/feed/hashtag/?keywords=brandpositioning&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549317303929049088'], ['#marketing', 'https://www.linkedin.com/feed/hashtag/?keywords=marketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549317303929049088'], ['#competition', 'https://www.linkedin.com/feed/hashtag/?keywords=competition&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549317303929049088']]",6,0,,4
5067,18289351.0,,5 months ago,"Great to see the relaunched  Virgin.com  - the home of the  Virgin  Group, the family, and our non-profit foundation,  Virgin Unite . For the most up-to-date news, features and the best of the brand, you can find it on  virgin.com .","[['http://Virgin.com', 'Virgin.com'], ['https://www.linkedin.com/company/virgin/', 'Virgin'], ['https://www.linkedin.com/company/virgin-unite/', 'Virgin Unite'], ['http://virgin.com', 'virgin.com']]",image,0,0,[],2186,72,,3
5764,18289351.0,,1 year ago,Exciting news involving  Virgin Galactic  and  Boeing :  https://virg.in/ixn,"[['https://www.linkedin.com/company/virgin-galactic/', 'Virgin Galactic'], ['https://www.linkedin.com/company/boeing/', 'Boeing'], ['https://virg.in/ixn', 'https://virg.in/ixn']]",article,0,0,[],4268,120,,6
21419,546597.0,500+,1 year ago,is a currency created in a tech lab more valuable than a fiat currency.,[],article,0,0,[],0,0,,6
24114,661723.0,500+,2 years ago,"Our ""Getting Radical with Botkeeper"" event was a huge success! Check out this updated video of the session with myself,  Enrico Palmerino , and  Douglas Sleeter .   Learn more about Botkeeper here.   https://lnkd.in/eGU9PeA .   #qbconnect   #radicalcpa   #ai   #whattheheckksabotanyway   https://hubs.ly/H0ftH0n0 
 
 
 …see more","[['https://www.linkedin.com/in/ACoAAARpyS4B4sYCXot6K3gm_2m2vC2fihUoL2k', 'Enrico Palmerino'], ['https://www.linkedin.com/in/ACoAAAAA5hMBTigTumS2VkRYT3rNlMYj7cw11m0', 'Douglas Sleeter'], ['https://lnkd.in/eGU9PeA', 'https://lnkd.in/eGU9PeA'], ['https://www.linkedin.com/feed/hashtag/?keywords=qbconnect&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6467042165250945024', '#qbconnect'], ['https://www.linkedin.com/feed/hashtag/?keywords=radicalcpa&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6467042165250945024', '#radicalcpa'], ['https://www.linkedin.com/feed/hashtag/?keywords=ai&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6467042165250945024', '#ai'], ['https://www.linkedin.com/feed/hashtag/?keywords=whattheheckksabotanyway&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6467042165250945024', '#whattheheckksabotanyway'], ['https://hubs.ly/H0ftH0n0', 'https://hubs.ly/H0ftH0n0']]",video,4,0,"[['#qbconnect', 'https://www.linkedin.com/feed/hashtag/?keywords=qbconnect&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6467042165250945024'], ['#radicalcpa', 'https://www.linkedin.com/feed/hashtag/?keywords=radicalcpa&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6467042165250945024'], ['#ai', 'https://www.linkedin.com/feed/hashtag/?keywords=ai&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6467042165250945024'], ['#whattheheckksabotanyway', 'https://www.linkedin.com/feed/hashtag/?keywords=whattheheckksabotanyway&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6467042165250945024']]",44,1,,2
1595,509405.0,500+,1 year ago,Glad to see more capable and talented female leaders who have track record of success are making it to the top! Congratulations Corie Barry for becoming the CEO of Best Buy.  #femaleleadership   #femaleceo,"[['https://www.linkedin.com/feed/hashtag/?keywords=femaleleadership&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6525789660931850240', '#femaleleadership'], ['https://www.linkedin.com/feed/hashtag/?keywords=femaleceo&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6525789660931850240', '#femaleceo']]",article,2,0,"[['#femaleleadership', 'https://www.linkedin.com/feed/hashtag/?keywords=femaleleadership&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6525789660931850240'], ['#femaleceo', 'https://www.linkedin.com/feed/hashtag/?keywords=femaleceo&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6525789660931850240']]",165,7,,1
33290,64548.0,500+,3 months ago,"For so many of us, 2020 has been the year that won’t let up.😫 In these crazy times,  #uncertainty  continues to plague us in business can be crippling—or empowering—if we allow it to be. Here are some reminders to help you navigate a “what if” world: You can’t control what happens; you can only control how you respond.✅ No one asked for the year that 2020 has been and continues to be. Rather than ponder why this is happening and lament circumstances affecting your  #career , remember there is one thing you can control: your response. Be mindful of what you consume.🧠 “You are what you eat” doesn’t only pertain to food; the same can be said in terms of the information you consume and its effects on your mental and physical wellbeing. Be aware of the people and sources you allow into your orbit, limit your exposure to those that trigger you, and seek additional perspectives that provide a balance of encouragement and  #positivity . #Perspective  is everything.😄 Asking and answering “What if?” tends to bring out extreme anxiety. But remember, you always have two choices: the worst-case scenario where you’re paralyzed by fear or the best-case scenario where you allow yourself to imagine the possibilities and become empowered by the potential of good. #leadership   #awareness 
 
 
 …see more","[['https://www.linkedin.com/feed/hashtag/?keywords=uncertainty&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726841124872298497', '#uncertainty'], ['https://www.linkedin.com/feed/hashtag/?keywords=career&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726841124872298497', '#career'], ['https://www.linkedin.com/feed/hashtag/?keywords=positivity&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726841124872298497', '#positivity'], ['https://www.linkedin.com/feed/hashtag/?keywords=perspective&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726841124872298497', '#Perspective'], ['https://www.linkedin.com/feed/hashtag/?keywords=leadership&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726841124872298497', '#leadership'], ['https://www.linkedin.com/feed/hashtag/?keywords=awareness&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726841124872298497', '#awareness']]",image,6,0,"[['#uncertainty', 'https://www.linkedin.com/feed/hashtag/?keywords=uncertainty&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726841124872298497'], ['#career', 'https://www.linkedin.com/feed/hashtag/?keywords=career&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726841124872298497'], ['#positivity', 'https://www.linkedin.com/feed/hashtag/?keywords=positivity&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726841124872298497'], ['#Perspective', 'https://www.linkedin.com/feed/hashtag/?keywords=perspective&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726841124872298497'], ['#leadership', 'https://www.linkedin.com/feed/hashtag/?keywords=leadership&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726841124872298497'], ['#awareness', 'https://www.linkedin.com/feed/hashtag/?keywords=awareness&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726841124872298497']]",240,95,,4
9394,3733192.0,,5 months ago,"‪Re-upping my favorite Halloween costume of the last decade (from 2014, if memory serves)‬",[],image,0,0,[],416,4,,6
21196,546597.0,500+,1 year ago,"show me which central bank, regulator and government will blink first and i will show you which banks are strongest.",[],article,0,0,[],5,0,,6
4392,89566.0,500+,2 years ago,There is such a need for services that support alternative ways of managing end of life and respects all decisions on how to live and how to die.  Even talking about it and having  these important conversations is a step in the right direction.,[],article,0,0,[],28,0,,6
5525,18289351.0,,1 year ago,I put kitesurfing or tennis into my diary in the same way as I do board meetings – and often wear the same outfits for both!  https://virg.in/iuj,"[['https://virg.in/iuj', 'https://virg.in/iuj']]",image,0,0,[],7585,323,,6
8709,1268865.0,,4 years ago,Use these (FOUR WORDS) and it give you ultimate freedom.. https://lnkd.in/dCnftbF,"[['https://lnkd.in/dCnftbF', 'https://lnkd.in/dCnftbF']]",image,0,0,[],270,26,,6
25763,300691.0,500+,1 year ago,"I have found that once you can figure out distraction in one area of your life, there is a ripple effect in all areas of your life.   It took me about 5 years to write my recently-released book, Indistractable. During those five years, my life has changed tremendously.   When it comes to my work, I love to write, but I kept putting off this work that I love because I constantly got distracted.   After writing this book and learning about distraction on a deeper level, I am writing more than ever. I have also experienced improvements in my health and in my relationships with my wife and daughter.   Watch below and share your thoughts! 👇👇👇   #Indistractable   #HumanBehavior   #Health   #Writing   #Distraction 
 
 
 …see more","[['https://www.linkedin.com/feed/hashtag/?keywords=indistractable&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6585166716324716544', '#Indistractable'], ['https://www.linkedin.com/feed/hashtag/?keywords=humanbehavior&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6585166716324716544', '#HumanBehavior'], ['https://www.linkedin.com/feed/hashtag/?keywords=health&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6585166716324716544', '#Health'], ['https://www.linkedin.com/feed/hashtag/?keywords=writing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6585166716324716544', '#Writing'], ['https://www.linkedin.com/feed/hashtag/?keywords=distraction&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6585166716324716544', '#Distraction']]",video,5,0,"[['#Indistractable', 'https://www.linkedin.com/feed/hashtag/?keywords=indistractable&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6585166716324716544'], ['#HumanBehavior', 'https://www.linkedin.com/feed/hashtag/?keywords=humanbehavior&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6585166716324716544'], ['#Health', 'https://www.linkedin.com/feed/hashtag/?keywords=health&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6585166716324716544'], ['#Writing', 'https://www.linkedin.com/feed/hashtag/?keywords=writing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6585166716324716544'], ['#Distraction', 'https://www.linkedin.com/feed/hashtag/?keywords=distraction&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6585166716324716544']]",200,16,,3
23049,178356.0,500+,2 years ago,"Lots of people talk about the Amazon Effect and its impact on retailers as sales shift from physical to digital. I wonder what the Amazon Effect might be on something even more important — how much of the consumer’s paycheck is shifting Amazon’s way. The PYMNTS team spent a few months assembling data and building a model to answer that question. Now we know. 
 
 
 …see more",[],article,0,0,[],24,7,,5
21715,546597.0,500+,2 years ago,"could that also be a possible crypto future? more concentration at layer 1 & foundational protocols, more tiny markets & ecosystems above? a hybrid centralized/distributed model?   #cryptocurrencies   #blockchain 
 
 
 …see more","[['https://www.linkedin.com/feed/hashtag/?keywords=cryptocurrencies&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6516646378381328385', '#cryptocurrencies'], ['https://www.linkedin.com/feed/hashtag/?keywords=blockchain&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6516646378381328385', '#blockchain']]",article,2,0,"[['#cryptocurrencies', 'https://www.linkedin.com/feed/hashtag/?keywords=cryptocurrencies&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6516646378381328385'], ['#blockchain', 'https://www.linkedin.com/feed/hashtag/?keywords=blockchain&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6516646378381328385']]",0,0,,5
29062,96923.0,500+,2 months ago,"I have been busy working on new interviews for the last few weeks and I am so excited to share them soon. Interviewees include a founder who raised billions (yes, you read that right), a founder who made billions ($3.4 billion to be precise), a machine learning scientist who started her business during the pandemic, the creator of Pong, a member of the original Macintosh team, and a high flying tech career woman who overcame adversity to become a true leader in Silicon Valley. https://lnkd.in/gZ_CQY8   #founder   #startup   #tech   #entrepreneurship   #innovation 
 
 
 …see more","[['https://lnkd.in/gZ_CQY8', 'https://lnkd.in/gZ_CQY8'], ['https://www.linkedin.com/feed/hashtag/?keywords=founder&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737398026282799105', '#founder'], ['https://www.linkedin.com/feed/hashtag/?keywords=startup&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737398026282799105', '#startup'], ['https://www.linkedin.com/feed/hashtag/?keywords=tech&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737398026282799105', '#tech'], ['https://www.linkedin.com/feed/hashtag/?keywords=entrepreneurship&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737398026282799105', '#entrepreneurship'], ['https://www.linkedin.com/feed/hashtag/?keywords=innovation&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737398026282799105', '#innovation']]",article,5,0,"[['#founder', 'https://www.linkedin.com/feed/hashtag/?keywords=founder&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737398026282799105'], ['#startup', 'https://www.linkedin.com/feed/hashtag/?keywords=startup&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737398026282799105'], ['#tech', 'https://www.linkedin.com/feed/hashtag/?keywords=tech&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737398026282799105'], ['#entrepreneurship', 'https://www.linkedin.com/feed/hashtag/?keywords=entrepreneurship&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737398026282799105'], ['#innovation', 'https://www.linkedin.com/feed/hashtag/?keywords=innovation&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6737398026282799105']]",0,0,,3
